eventId,name,description,type,peoplecount,agerecommended,daysleft,location
9995,Event9995,description9995,outdoor,244,44,26,Kochi
9996,Event9996,description9996,technology|online,196,8,38,Ooty
9997,Event9997,description9997,outdoor|online,32,28,5,Kadapa
9998,Event9998,description9998,infotainment,127,47,24,Alappuzha
9999,Event9999,description9999,competition,149,42,13,Kakinada
10000,Event10000,description10000,technology|freeentry,331,17,24,Kollam
10001,Event10001,description10001,freeentry,209,16,28,Kollam
10002,Event10002,description10002,entertainment|freeentry,221,25,25,Kadapa
10003,Event10003,description10003,entertainment|online|freeentry,127,27,40,Anantapur
10004,Event10004,description10004,entertainment|outdoor,88,12,26,Thiruvananthapuram
10005,Event10005,description10005,food,82,6,6,Guntur
10006,Event10006,description10006,food|music,242,5,2,Nellore
10007,Event10007,description10007,outdoor|competition,123,49,30,Anantapur
10008,Event10008,description10008,sports|entertainment,22,48,27,Warangal
10009,Event10009,description10009,technology|entertainment,90,15,4,Kochi
10010,Event10010,description10010,music|food,115,49,38,Davangere
10011,Event10011,description10011,entertainment,87,15,12,Hassan
10012,Event10012,description10012,entertainment,56,28,23,Kolar
10013,Event10013,description10013,online,232,45,15,Kadapa
10014,Event10014,description10014,competition|infotainment,415,33,6,Salem
10015,Event10015,description10015,infotainment,475,13,33,Mysore
10016,Event10016,description10016,technology,271,27,36,Warangal
10017,Event10017,description10017,outdoor,303,32,15,Kadapa
10018,Event10018,description10018,dance|outdoor,277,36,34,Bangalore
10019,Event10019,description10019,infotainment,356,25,24,Shimoga
10020,Event10020,description10020,competition|outdoor,405,3,33,Hassan
10021,Event10021,description10021,dance,267,20,12,Chikkamagaluru
10022,Event10022,description10022,food|freeentry,377,27,19,Visakhapatnam
10023,Event10023,description10023,dance|freeentry|music,388,43,40,Hosur
10024,Event10024,description10024,competition|infotainment|technology,285,37,20,Kurnool
10025,Event10025,description10025,music|online,459,1,2,Mandya
10026,Event10026,description10026,outdoor|dance,274,31,14,Kozhikode
10027,Event10027,description10027,outdoor,261,38,1,Tiruppur
10028,Event10028,description10028,sports|infotainment|competition,362,11,25,Kozhikode
10029,Event10029,description10029,competition,313,34,10,Tiruchirappalli
10030,Event10030,description10030,sports|food,135,38,19,Kakinada
10031,Event10031,description10031,entertainment|food,459,49,19,Guntur
10032,Event10032,description10032,competition|food|technology,174,42,27,Ooty
10033,Event10033,description10033,dance|infotainment|food,304,23,11,Kochi
10034,Event10034,description10034,food|entertainment|freeentry,51,37,32,Bellary
10035,Event10035,description10035,infotainment|food,313,21,9,Chennai
10036,Event10036,description10036,outdoor,294,34,5,Warangal
10037,Event10037,description10037,online|entertainment|sports,368,41,2,Thrissur
10038,Event10038,description10038,food,461,39,3,Kakinada
10039,Event10039,description10039,sports|technology|freeentry,206,11,7,Warangal
10040,Event10040,description10040,outdoor|food|music,379,33,36,Hyderabad
10041,Event10041,description10041,dance,299,14,3,Shimoga
10042,Event10042,description10042,dance|food|infotainment,164,29,16,Kadapa
10043,Event10043,description10043,food,412,2,1,Karur
10044,Event10044,description10044,infotainment|online|sports,48,30,9,Anantapur
10045,Event10045,description10045,infotainment,112,29,6,Karaikudi
10046,Event10046,description10046,entertainment|freeentry,294,27,36,Kottayam
10047,Event10047,description10047,food,242,35,22,Gulbarga
10048,Event10048,description10048,freeentry,121,46,24,Tumkur
10049,Event10049,description10049,sports,158,22,13,Tumkur
10050,Event10050,description10050,competition|music,326,1,11,Mangalore
10051,Event10051,description10051,dance|technology,463,44,3,Bangalore
10052,Event10052,description10052,online|dance|outdoor,249,26,37,Karaikudi
10053,Event10053,description10053,competition|entertainment|freeentry,356,48,2,Guntur
10054,Event10054,description10054,online|food,492,21,29,Davangere
10055,Event10055,description10055,online|technology,85,30,32,Salem
10056,Event10056,description10056,online|competition|food,289,33,34,Mangalore
10057,Event10057,description10057,food|music|infotainment,483,43,1,Bellary
10058,Event10058,description10058,sports,365,33,20,Mysore
10059,Event10059,description10059,sports,313,37,23,Tiruppur
10060,Event10060,description10060,dance,83,22,22,Mandya
10061,Event10061,description10061,entertainment|technology,408,19,32,Kasargod
10062,Event10062,description10062,infotainment|food|entertainment,46,45,16,Kurnool
10063,Event10063,description10063,outdoor|competition|food,146,30,18,Kurnool
10064,Event10064,description10064,entertainment|infotainment|technology,154,45,30,Kozhikode
10065,Event10065,description10065,freeentry|food,429,48,16,Tiruppur
10066,Event10066,description10066,technology|dance,338,35,1,Rajahmundry
10067,Event10067,description10067,infotainment,251,13,25,Davangere
10068,Event10068,description10068,competition,319,47,4,Chennai
10069,Event10069,description10069,music|competition,177,33,11,Belgaum
10070,Event10070,description10070,competition,488,44,21,Kottayam
10071,Event10071,description10071,infotainment|competition|entertainment,339,21,38,Pathanamthitta
10072,Event10072,description10072,infotainment,165,49,27,Kolar
10073,Event10073,description10073,entertainment|technology,206,3,11,Hosur
10074,Event10074,description10074,outdoor|music,196,20,26,Guntur
10075,Event10075,description10075,outdoor,336,5,28,Pathanamthitta
10076,Event10076,description10076,online,475,23,8,Guntur
10077,Event10077,description10077,outdoor|infotainment|technology,327,46,38,Tiruppur
10078,Event10078,description10078,outdoor,234,33,9,Shimoga
10079,Event10079,description10079,competition|online|sports,259,10,36,Coimbatore
10080,Event10080,description10080,technology,440,24,30,Bangalore
10081,Event10081,description10081,competition|technology|food,307,4,15,Mysore
10082,Event10082,description10082,competition,224,37,16,Chennai
10083,Event10083,description10083,food|online|sports,329,13,29,Tiruppur
10084,Event10084,description10084,sports,249,6,12,Madurai
10085,Event10085,description10085,infotainment|outdoor,167,23,16,Hyderabad
10086,Event10086,description10086,competition,111,2,14,Alappuzha
10087,Event10087,description10087,online|outdoor|infotainment,413,22,2,Davangere
10088,Event10088,description10088,outdoor,467,26,40,Kurnool
10089,Event10089,description10089,competition|food|dance,134,43,36,Karaikudi
10090,Event10090,description10090,infotainment,371,33,22,Salem
10091,Event10091,description10091,music,136,12,23,Thiruvananthapuram
10092,Event10092,description10092,freeentry,384,40,40,Karaikudi
10093,Event10093,description10093,dance|online,239,25,12,Hassan
10094,Event10094,description10094,infotainment|competition,353,44,18,Davangere
10095,Event10095,description10095,music|technology,204,18,20,Kottayam
10096,Event10096,description10096,outdoor|infotainment|music,489,14,2,Tumkur
10097,Event10097,description10097,dance|music|infotainment,357,33,17,Hyderabad
10098,Event10098,description10098,sports|dance,82,18,37,Chennai
10099,Event10099,description10099,freeentry,205,14,13,Palakkad
10100,Event10100,description10100,music|sports|infotainment,414,13,29,Warangal
10101,Event10101,description10101,music|sports,474,10,7,Kasargod
10102,Event10102,description10102,infotainment|dance|entertainment,382,24,14,Kottayam
10103,Event10103,description10103,online|technology,51,25,9,Thanjavur
10104,Event10104,description10104,dance|technology,252,18,32,Karur
10105,Event10105,description10105,technology|infotainment|competition,120,46,21,Nizamabad
10106,Event10106,description10106,sports|dance|music,147,11,31,Pathanamthitta
10107,Event10107,description10107,music|freeentry,135,16,8,Kasargod
10108,Event10108,description10108,online|sports|infotainment,261,18,12,Rajahmundry
10109,Event10109,description10109,outdoor|entertainment,158,7,35,Visakhapatnam
10110,Event10110,description10110,competition|sports|technology,76,30,26,Tiruppur
10111,Event10111,description10111,dance,27,36,1,Chikkamagaluru
10112,Event10112,description10112,online|outdoor,367,50,5,Tiruchirappalli
10113,Event10113,description10113,entertainment|music,168,47,8,Kurnool
10114,Event10114,description10114,sports|technology|dance,114,36,2,Bellary
10115,Event10115,description10115,food|sports,200,26,38,Madurai
10116,Event10116,description10116,food|freeentry|competition,220,26,12,Kakinada
10117,Event10117,description10117,entertainment,76,15,12,Gulbarga
10118,Event10118,description10118,freeentry|sports,453,38,3,Anantapur
10119,Event10119,description10119,sports|music,101,33,24,Tiruchirappalli
10120,Event10120,description10120,sports,450,23,38,Karaikudi
10121,Event10121,description10121,dance|sports,457,9,14,Thanjavur
10122,Event10122,description10122,music,199,50,3,Mandya
10123,Event10123,description10123,online|outdoor,248,3,36,Belgaum
10124,Event10124,description10124,technology|dance,385,27,28,Karaikudi
10125,Event10125,description10125,infotainment|online,381,36,15,Kasargod
10126,Event10126,description10126,food|technology|dance,44,9,26,Tiruppur
10127,Event10127,description10127,entertainment,113,18,8,Kozhikode
10128,Event10128,description10128,sports|entertainment,316,33,20,Thrissur
10129,Event10129,description10129,outdoor,439,11,14,Mysore
10130,Event10130,description10130,outdoor,468,34,17,Thanjavur
10131,Event10131,description10131,online|competition,302,4,23,Coimbatore
10132,Event10132,description10132,outdoor,309,37,35,Tiruchirappalli
10133,Event10133,description10133,sports|music,254,3,21,Vijayawada
10134,Event10134,description10134,dance|entertainment,122,25,6,Kasargod
10135,Event10135,description10135,entertainment|technology,282,36,28,Salem
10136,Event10136,description10136,freeentry,62,23,34,Kakinada
10137,Event10137,description10137,freeentry,413,33,22,Alappuzha
10138,Event10138,description10138,competition|online|dance,116,9,14,Kakinada
10139,Event10139,description10139,food|music,259,49,10,Nellore
10140,Event10140,description10140,entertainment|freeentry|technology,146,27,3,Mangalore
10141,Event10141,description10141,online|sports|dance,396,23,8,Kakinada
10142,Event10142,description10142,outdoor|online|technology,379,28,11,Mangalore
10143,Event10143,description10143,sports|competition,428,1,26,Hosur
10144,Event10144,description10144,dance|infotainment|online,334,41,9,Nizamabad
10145,Event10145,description10145,infotainment|food,59,22,36,Alappuzha
10146,Event10146,description10146,competition|sports,366,5,6,Kollam
10147,Event10147,description10147,infotainment|competition|online,280,42,21,Davangere
10148,Event10148,description10148,outdoor,346,41,34,Thiruvananthapuram
10149,Event10149,description10149,entertainment|outdoor|infotainment,225,35,2,Madurai
10150,Event10150,description10150,outdoor,72,12,12,Kottayam
10151,Event10151,description10151,freeentry,98,29,12,Kakinada
10152,Event10152,description10152,online,235,50,4,Nellore
10153,Event10153,description10153,outdoor|food,162,8,26,Tiruchirappalli
10154,Event10154,description10154,sports|food,21,14,28,Mysore
10155,Event10155,description10155,entertainment|food|competition,297,2,36,Chennai
10156,Event10156,description10156,outdoor,193,30,15,Alappuzha
10157,Event10157,description10157,dance|technology,457,36,30,Chittoor
10158,Event10158,description10158,freeentry|competition,407,45,32,Karaikudi
10159,Event10159,description10159,entertainment|freeentry|online,337,9,17,Kollam
10160,Event10160,description10160,sports,465,15,29,Kolar
10161,Event10161,description10161,sports|freeentry,137,25,27,Karur
10162,Event10162,description10162,competition|online,424,27,11,Palakkad
10163,Event10163,description10163,music|online,404,12,4,Thiruvananthapuram
10164,Event10164,description10164,online|infotainment|dance,317,1,8,Kolar
10165,Event10165,description10165,dance,363,44,3,Thrissur
10166,Event10166,description10166,competition|infotainment|entertainment,109,47,22,Karaikudi
10167,Event10167,description10167,food,253,37,32,Tumkur
10168,Event10168,description10168,outdoor|music|freeentry,381,7,19,Kakinada
10169,Event10169,description10169,dance|competition,369,5,13,Guntur
10170,Event10170,description10170,music,86,15,15,Kozhikode
10171,Event10171,description10171,technology|outdoor|freeentry,114,9,20,Warangal
10172,Event10172,description10172,music|technology,170,27,23,Kochi
10173,Event10173,description10173,food,438,23,36,Tiruppur
10174,Event10174,description10174,infotainment|dance|online,414,6,20,Karur
10175,Event10175,description10175,dance,365,40,40,Davangere
10176,Event10176,description10176,dance,37,34,7,Guntur
10177,Event10177,description10177,competition|outdoor,80,28,38,Salem
10178,Event10178,description10178,music,356,20,11,Coimbatore
10179,Event10179,description10179,food,315,23,5,Thrissur
10180,Event10180,description10180,food|music|infotainment,258,47,40,Rajahmundry
10181,Event10181,description10181,outdoor|food|infotainment,448,35,33,Chikkamagaluru
10182,Event10182,description10182,freeentry,277,41,37,Vijayawada
10183,Event10183,description10183,outdoor,27,2,5,Gulbarga
10184,Event10184,description10184,outdoor|food|music,429,8,18,Kottayam
10185,Event10185,description10185,technology|sports,103,4,8,Gulbarga
10186,Event10186,description10186,online,423,41,5,Madurai
10187,Event10187,description10187,outdoor|dance,188,40,7,Gulbarga
10188,Event10188,description10188,infotainment|outdoor,15,46,23,Shimoga
10189,Event10189,description10189,entertainment|sports|food,257,42,10,Madurai
10190,Event10190,description10190,technology|freeentry|dance,430,50,26,Davangere
10191,Event10191,description10191,infotainment,460,24,21,Belgaum
10192,Event10192,description10192,freeentry|technology,298,33,4,Nizamabad
10193,Event10193,description10193,sports,359,27,3,Ooty
10194,Event10194,description10194,entertainment|sports|outdoor,37,12,31,Tiruppur
10195,Event10195,description10195,competition|outdoor,213,37,19,Alappuzha
10196,Event10196,description10196,competition|sports|online,479,14,22,Palakkad
10197,Event10197,description10197,entertainment|sports|outdoor,177,15,28,Karur
10198,Event10198,description10198,music,384,28,12,Kottayam
10199,Event10199,description10199,sports|online|dance,128,44,3,Coimbatore
10200,Event10200,description10200,freeentry|entertainment,139,33,38,Tiruppur
10201,Event10201,description10201,music|entertainment|outdoor,132,33,17,Vijayawada
10202,Event10202,description10202,freeentry|sports,477,31,14,Tumkur
10203,Event10203,description10203,dance|infotainment,180,46,19,Kollam
10204,Event10204,description10204,online,38,30,1,Gulbarga
10205,Event10205,description10205,entertainment|technology,184,47,21,Rajahmundry
